Tracking ID,Tracking Date,Store Number,Product Description,Promotions,Total Sales
3022941,8/28/17,28,DELI,9,207.552
3022942,8/28/17,28,EGGS,19,576
3022943,8/28/17,28,FROZEN FOODS,0,25
3022944,8/28/17,28,GROCERY I,60,3055.992
3022945,8/28/17,28,GROCERY II,0,4
3022947,8/28/17,28,HOME AND KITCHEN I,0,27
3022949,8/28/17,28,HOME APPLIANCES,0,1
3022950,8/28/17,28,HOME CARE,7,247
3022953,8/28/17,28,LINGERIE,0,22
3022954,8/28/17,28,LIQUOR WINE BEER,0,226
3022956,8/28/17,28,MEATS,0,93.684
3022957,8/28/17,28,PERSONAL CARE,11,212
3022958,8/28/17,28,PET SUPPLIES,0,4
3022960,8/28/17,28,POULTRY,1,171.098
3022961,8/28/17,28,PREPARED FOODS,0,38.507
3022962,8/28/17,28,PRODUCE,1,2646.4429
3022964,8/28/17,28,SEAFOOD,0,3
3023001,8/28/17,3,BEVERAGES,34,3384
3023003,8/28/17,3,BREAD/BAKERY,10,877.256
3023004,8/28/17,3,CELEBRATION,0,16
3023005,8/28/17,3,CLEANING,12,1950
3023006,8/28/17,3,DAIRY,15,1697
3023007,8/28/17,3,DELI,11,328.706
3023008,8/28/17,3,EGGS,0,502
3023009,8/28/17,3,FROZEN FOODS,0,286.856
3023010,8/28/17,3,GROCERY I,66,6162
3023016,8/28/17,3,HOME CARE,6,560
3023018,8/28/17,3,LAWN AND GARDEN,0,22
3023022,8/28/17,3,MEATS,0,1135.474
3023023,8/28/17,3,PERSONAL CARE,17,323
3023025,8/28/17,3,PLAYERS AND ELECTRONICS,0,21
3023026,8/28/17,3,POULTRY,2,1613.129
3023027,8/28/17,3,PREPARED FOODS,0,487.036
3023028,8/28/17,3,PRODUCE,1,5
3023030,8/28/17,3,SEAFOOD,1,122.735
3023034,8/28/17,30,BEVERAGES,20,516
3023036,8/28/17,30,BREAD/BAKERY,3,115
3023038,8/28/17,30,CLEANING,16,337
3023039,8/28/17,30,DAIRY,3,207
3023040,8/28/17,30,DELI,4,92
3023041,8/28/17,30,EGGS,14,154
3023042,8/28/17,30,FROZEN FOODS,0,28
3023043,8/28/17,30,GROCERY I,37,1120
3023055,8/28/17,30,MEATS,0,83.821
3023056,8/28/17,30,PERSONAL CARE,7,84
3023059,8/28/17,30,POULTRY,1,123.522995
3023061,8/28/17,30,PRODUCE,1,823.68
3023064,8/28/17,31,AUTOMOTIVE,0,12
3023067,8/28/17,31,BEVERAGES,26,791
3023069,8/28/17,31,BREAD/BAKERY,3,288
3023070,8/28/17,31,CELEBRATION,0,6
3023071,8/28/17,31,CLEANING,23,754
3023072,8/28/17,31,DAIRY,8,877
3023073,8/28/17,31,DELI,3,199.965
3023074,8/28/17,31,EGGS,16,185
3023075,8/28/17,31,FROZEN FOODS,0,47.727
3023076,8/28/17,31,GROCERY I,58,2346.024
3023077,8/28/17,31,GROCERY II,0,7
3023079,8/28/17,31,HOME AND KITCHEN I,0,18
3023080,8/28/17,31,HOME AND KITCHEN II,1,8
3023082,8/28/17,31,HOME CARE,8,304
3023088,8/28/17,31,MEATS,0,399.5386
3023089,8/28/17,31,PERSONAL CARE,13,278
3023092,8/28/17,31,POULTRY,0,146.829
3023093,8/28/17,31,PREPARED FOODS,0,49
3023094,8/28/17,31,PRODUCE,2,2304.033
3023096,8/28/17,31,SEAFOOD,0,1
3023100,8/28/17,32,BEVERAGES,18,208
3023102,8/28/17,32,BREAD/BAKERY,2,101
3023104,8/28/17,32,CLEANING,19,231
3023105,8/28/17,32,DAIRY,2,84
3023106,8/28/17,32,DELI,0,80
3023107,8/28/17,32,EGGS,8,93
3023108,8/28/17,32,FROZEN FOODS,0,5
3023109,8/28/17,32,GROCERY I,45,807
3023112,8/28/17,32,HOME AND KITCHEN I,0,17
3023115,8/28/17,32,HOME CARE,4,81
3023118,8/28/17,32,LINGERIE,0,1
3023121,8/28/17,32,MEATS,0,60.69
3023122,8/28/17,32,PERSONAL CARE,7,64
3023125,8/28/17,32,POULTRY,0,82.32
3023127,8/28/17,32,PRODUCE,1,325.106
3023130,8/28/17,33,AUTOMOTIVE,0,3
3023132,8/28/17,33,BEAUTY,0,1
3023133,8/28/17,33,BEVERAGES,22,431
3023135,8/28/17,33,BREAD/BAKERY,3,231
3023136,8/28/17,33,CELEBRATION,0,5
3023137,8/28/17,33,CLEANING,17,692
3023138,8/28/17,33,DAIRY,5,380
3023139,8/28/17,33,DELI,5,160
3023140,8/28/17,33,EGGS,14,194
3023141,8/28/17,33,FROZEN FOODS,0,39
3023142,8/28/17,33,GROCERY I,55,2189
3023144,8/28/17,33,HARDWARE,0,1
3023145,8/28/17,33,HOME AND KITCHEN I,0,25
3023146,8/28/17,33,HOME AND KITCHEN II,2,5
3023147,8/28/17,33,HOME APPLIANCES,0,1
3023148,8/28/17,33,HOME CARE,6,190
3023151,8/28/17,33,LINGERIE,0,18
3023152,8/28/17,33,LIQUOR WINE BEER,1,111
3023154,8/28/17,33,MEATS,0,291.105
3023155,8/28/17,33,PERSONAL CARE,10,256
3023157,8/28/17,33,PLAYERS AND ELECTRONICS,0,4
3023158,8/28/17,33,POULTRY,0,245.133
3023159,8/28/17,33,PREPARED FOODS,0,31
3023160,8/28/17,33,PRODUCE,1,2103.285
3023162,8/28/17,33,SEAFOOD,0,8
3023163,8/28/17,34,AUTOMOTIVE,0,5
3023166,8/28/17,34,BEVERAGES,22,1064
3023168,8/28/17,34,BREAD/BAKERY,3,470
3023169,8/28/17,34,CELEBRATION,0,28
3023170,8/28/17,34,CLEANING,22,844
3023171,8/28/17,34,DAIRY,6,526
3023172,8/28/17,34,DELI,4,185.98
3023173,8/28/17,34,EGGS,15,135
3023174,8/28/17,34,FROZEN FOODS,0,111.486
3023175,8/28/17,34,GROCERY I,60,2515.524
3023176,8/28/17,34,GROCERY II,0,5
3023178,8/28/17,34,HOME AND KITCHEN I,0,25
3023179,8/28/17,34,HOME AND KITCHEN II,1,44
3023180,8/28/17,34,HOME APPLIANCES,0,1
3023181,8/28/17,34,HOME CARE,5,343
3023184,8/28/17,34,LINGERIE,0,18
3023187,8/28/17,34,MEATS,0,198.817
3023188,8/28/17,34,PERSONAL CARE,13,304
3023191,8/28/17,34,POULTRY,1,157.826
3023192,8/28/17,34,PREPARED FOODS,0,27
3023193,8/28/17,34,PRODUCE,0,1492.19
3023195,8/28/17,34,SEAFOOD,0,9
3023196,8/28/17,35,AUTOMOTIVE,0,1
3023198,8/28/17,35,BEAUTY,1,1
3023199,8/28/17,35,BEVERAGES,18,374
3023201,8/28/17,35,BREAD/BAKERY,3,50
3023202,8/28/17,35,CELEBRATION,0,7
3023203,8/28/17,35,CLEANING,16,205
3023204,8/28/17,35,DAIRY,3,109
3023205,8/28/17,35,DELI,3,26
3023206,8/28/17,35,EGGS,10,108
3023207,8/28/17,35,FROZEN FOODS,0,11.877
3023208,8/28/17,35,GROCERY I,44,862
3023209,8/28/17,35,GROCERY II,0,3
3023210,8/28/17,35,HARDWARE,0,1
3023211,8/28/17,35,HOME AND KITCHEN I,1,11
3023212,8/28/17,35,HOME AND KITCHEN II,0,13
3023213,8/28/17,35,HOME APPLIANCES,0,1
3023214,8/28/17,35,HOME CARE,3,104
3023217,8/28/17,35,LINGERIE,0,7
3023220,8/28/17,35,MEATS,0,193.307
3023221,8/28/17,35,PERSONAL CARE,6,43
3023224,8/28/17,35,POULTRY,1,81.097
3023225,8/28/17,35,PREPARED FOODS,0,19
3023226,8/28/17,35,PRODUCE,1,627.733
3023228,8/28/17,35,SEAFOOD,0,1
3023229,8/28/17,36,AUTOMOTIVE,0,5
3023232,8/28/17,36,BEVERAGES,22,1025
3023234,8/28/17,36,BREAD/BAKERY,4,465
3023235,8/28/17,36,CELEBRATION,0,9
3023236,8/28/17,36,CLEANING,23,859
3023237,8/28/17,36,DAIRY,8,528
3023238,8/28/17,36,DELI,6,154.806
3023239,8/28/17,36,EGGS,16,115
3023240,8/28/17,36,FROZEN FOODS,0,78.06
3023241,8/28/17,36,GROCERY I,54,1881.333
3023244,8/28/17,36,HOME AND KITCHEN I,2,31
3023245,8/28/17,36,HOME AND KITCHEN II,1,5
3023247,8/28/17,36,HOME CARE,8,269
3023249,8/28/17,36,LAWN AND GARDEN,0,4
3023250,8/28/17,36,LINGERIE,0,14
3023253,8/28/17,36,MEATS,0,107.645
3023254,8/28/17,36,PERSONAL CARE,12,169
3023257,8/28/17,36,POULTRY,0,76.678
3023258,8/28/17,36,PREPARED FOODS,0,30.554
3023259,8/28/17,36,PRODUCE,1,2792.749
3023261,8/28/17,36,SEAFOOD,0,1
3023265,8/28/17,37,BEVERAGES,35,1064
3023267,8/28/17,37,BREAD/BAKERY,13,488.135
3023268,8/28/17,37,CELEBRATION,0,11
3023269,8/28/17,37,CLEANING,10,1074
3023270,8/28/17,37,DAIRY,11,938
3023271,8/28/17,37,DELI,8,116.798996
3023272,8/28/17,37,EGGS,0,181
3023273,8/28/17,37,FROZEN FOODS,0,191
3023274,8/28/17,37,GROCERY I,50,3404
3023280,8/28/17,37,HOME CARE,5,376
3023282,8/28/17,37,LAWN AND GARDEN,0,10
3023286,8/28/17,37,MEATS,0,543.763
3023287,8/28/17,37,PERSONAL CARE,12,212
3023289,8/28/17,37,PLAYERS AND ELECTRONICS,0,13
3023290,8/28/17,37,POULTRY,0,264.094
3023291,8/28/17,37,PREPARED FOODS,0,164.836
3023292,8/28/17,37,PRODUCE,0,7
3023294,8/28/17,37,SEAFOOD,0,17.774
3023298,8/28/17,38,BEVERAGES,33,611
3023300,8/28/17,38,BREAD/BAKERY,13,698.825
3023301,8/28/17,38,CELEBRATION,0,14
3023302,8/28/17,38,CLEANING,16,847
3023303,8/28/17,38,DAIRY,15,827
3023304,8/28/17,38,DELI,10,180.008
3023305,8/28/17,38,EGGS,0,98
3023306,8/28/17,38,FROZEN FOODS,0,160
3023307,8/28/17,38,GROCERY I,59,2870
3023313,8/28/17,38,HOME CARE,5,443
3023315,8/28/17,38,LAWN AND GARDEN,0,7
3023317,8/28/17,38,LIQUOR WINE BEER,2,32
3023319,8/28/17,38,MEATS,0,155.259
3023320,8/28/17,38,PERSONAL CARE,14,269
3023322,8/28/17,38,PLAYERS AND ELECTRONICS,0,11
3023323,8/28/17,38,POULTRY,0,172.089
3023324,8/28/17,38,PREPARED FOODS,0,165.418
3023325,8/28/17,38,PRODUCE,1,1
3023327,8/28/17,38,SEAFOOD,1,19.067001
3023328,8/28/17,39,AUTOMOTIVE,0,4
3023330,8/28/17,39,BEAUTY,1,3
3023331,8/28/17,39,BEVERAGES,26,658
3023333,8/28/17,39,BREAD/BAKERY,3,539
3023335,8/28/17,39,CLEANING,22,1056
3023336,8/28/17,39,DAIRY,9,535
3023337,8/28/17,39,DELI,9,134.31
3023338,8/28/17,39,EGGS,20,221
3023339,8/28/17,39,FROZEN FOODS,0,43
3023340,8/28/17,39,GROCERY I,59,3484.952
3023342,8/28/17,39,HARDWARE,0,1
3023344,8/28/17,39,HOME AND KITCHEN II,1,14
3023346,8/28/17,39,HOME CARE,9,292
3023347,8/28/17,39,LADIESWEAR,0,14
3023348,8/28/17,39,LAWN AND GARDEN,0,8
3023349,8/28/17,39,LINGERIE,1,8
3023352,8/28/17,39,MEATS,0,112.365
3023353,8/28/17,39,PERSONAL CARE,14,203
3023356,8/28/17,39,POULTRY,1,167.5024
3023357,8/28/17,39,PREPARED FOODS,0,84.007
3023358,8/28/17,39,PRODUCE,1,2463.323
3023360,8/28/17,39,SEAFOOD,0,11
3023364,8/28/17,4,BEVERAGES,30,1821
3023366,8/28/17,4,BREAD/BAKERY,13,267.395
3023367,8/28/17,4,CELEBRATION,0,5
3023368,8/28/17,4,CLEANING,8,542
3023369,8/28/17,4,DAIRY,14,558
3023370,8/28/17,4,DELI,10,178.768
3023371,8/28/17,4,EGGS,0,135
3023372,8/28/17,4,FROZEN FOODS,0,104.375
3023373,8/28/17,4,GROCERY I,53,2055
3023379,8/28/17,4,HOME CARE,2,364
3023381,8/28/17,4,LAWN AND GARDEN,0,10
3023385,8/28/17,4,MEATS,0,231.781
3023388,8/28/17,4,PLAYERS AND ELECTRONICS,0,8
3023389,8/28/17,4,POULTRY,0,530.02
3023390,8/28/17,4,PREPARED FOODS,0,88.19
3023391,8/28/17,4,PRODUCE,2,3832.635
3023393,8/28/17,4,SEAFOOD,1,41.473
3023394,8/28/17,40,AUTOMOTIVE,0,6
3023397,8/28/17,40,BEVERAGES,23,863
3023399,8/28/17,40,BREAD/BAKERY,3,292
3023400,8/28/17,40,CELEBRATION,0,21
3023401,8/28/17,40,CLEANING,17,807
3023402,8/28/17,40,DAIRY,5,555
3023403,8/28/17,40,DELI,6,216
3023404,8/28/17,40,EGGS,13,102
3023405,8/28/17,40,FROZEN FOODS,0,36.973
3023406,8/28/17,40,GROCERY I,55,3122
3023407,8/28/17,40,GROCERY II,0,12
3023409,8/28/17,40,HOME AND KITCHEN I,1,36
3023410,8/28/17,40,HOME AND KITCHEN II,0,9
3023411,8/28/17,40,HOME APPLIANCES,0,1
3023412,8/28/17,40,HOME CARE,7,210
3023415,8/28/17,40,LINGERIE,0,20
3023418,8/28/17,40,MEATS,0,120.335
3023419,8/28/17,40,PERSONAL CARE,13,144
3023422,8/28/17,40,POULTRY,0,145.491
3023423,8/28/17,40,PREPARED FOODS,0,43
3023424,8/28/17,40,PRODUCE,1,1946.614
3023426,8/28/17,40,SEAFOOD,0,5
3023430,8/28/17,41,BEVERAGES,30,618
3023432,8/28/17,41,BREAD/BAKERY,11,289.626
3023433,8/28/17,41,CELEBRATION,0,4
3023434,8/28/17,41,CLEANING,13,640
3023435,8/28/17,41,DAIRY,12,391
3023436,8/28/17,41,DELI,7,200.048
3023437,8/28/17,41,EGGS,0,94
3023438,8/28/17,41,FROZEN FOODS,0,118.998
3023439,8/28/17,41,GROCERY I,56,1913
3023445,8/28/17,41,HOME CARE,2,222
3023447,8/28/17,41,LAWN AND GARDEN,0,5
3023451,8/28/17,41,MEATS,0,103.837
3023452,8/28/17,41,PERSONAL CARE,12,389
3023453,8/28/17,41,PET SUPPLIES,0,6
3023455,8/28/17,41,POULTRY,0,145.053
3023456,8/28/17,41,PREPARED FOODS,0,46.353
3023457,8/28/17,41,PRODUCE,1,2
3023459,8/28/17,41,SEAFOOD,0,12
3023493,8/28/17,43,AUTOMOTIVE,0,4
3023496,8/28/17,43,BEVERAGES,23,1480
3023498,8/28/17,43,BREAD/BAKERY,3,164
3023500,8/28/17,43,CLEANING,23,611
3023501,8/28/17,43,DAIRY,9,300
3023502,8/28/17,43,DELI,9,127
3023503,8/28/17,43,EGGS,21,92
3023504,8/28/17,43,FROZEN FOODS,1,18.630001
3023505,8/28/17,43,GROCERY I,58,2158
3023509,8/28/17,43,HOME AND KITCHEN II,0,12
3023511,8/28/17,43,HOME CARE,6,228
3023517,8/28/17,43,MEATS,0,80.836
3023518,8/28/17,43,PERSONAL CARE,9,142
3023521,8/28/17,43,POULTRY,0,118.133995
3023522,8/28/17,43,PREPARED FOODS,0,84
3023523,8/28/17,43,PRODUCE,2,890.72
3023526,8/28/17,44,AUTOMOTIVE,1,34
3023529,8/28/17,44,BEVERAGES,42,8783
3023531,8/28/17,44,BREAD/BAKERY,14,1080.753
3023532,8/28/17,44,CELEBRATION,0,11
3023533,8/28/17,44,CLEANING,16,2404
3023534,8/28/17,44,DAIRY,17,2129
3023535,8/28/17,44,DELI,11,605.141
3023536,8/28/17,44,EGGS,0,745
3023537,8/28/17,44,FROZEN FOODS,0,525.873
3023538,8/28/17,44,GROCERY I,66,7764
3023539,8/28/17,44,GROCERY II,0,75
3023544,8/28/17,44,HOME CARE,6,615
3023550,8/28/17,44,MEATS,0,1504.193
3023551,8/28/17,44,PERSONAL CARE,17,416
3023553,8/28/17,44,PLAYERS AND ELECTRONICS,1,36
3023554,8/28/17,44,POULTRY,0,1565.993
3023555,8/28/17,44,PREPARED FOODS,0,613.183
3023556,8/28/17,44,PRODUCE,3,15184.537
3023558,8/28/17,44,SEAFOOD,1,145.82199
3023559,8/28/17,45,AUTOMOTIVE,0,14
3023562,8/28/17,45,BEVERAGES,42,3022
3023564,8/28/17,45,BREAD/BAKERY,14,861.942
3023565,8/28/17,45,CELEBRATION,0,26
3023566,8/28/17,45,CLEANING,22,1790
3023567,8/28/17,45,DAIRY,17,1741
3023568,8/28/17,45,DELI,9,592.109
3023569,8/28/17,45,EGGS,0,363
3023570,8/28/17,45,FROZEN FOODS,0,223.435
3023571,8/28/17,45,GROCERY I,70,6509
3023577,8/28/17,45,HOME CARE,6,789
3023583,8/28/17,45,MEATS,0,1599.408
3023584,8/28/17,45,PERSONAL CARE,17,409
3023586,8/28/17,45,PLAYERS AND ELECTRONICS,0,18
3023587,8/28/17,45,POULTRY,0,1571.412
3023588,8/28/17,45,PREPARED FOODS,0,276.04
3023589,8/28/17,45,PRODUCE,2,16
3023591,8/28/17,45,SEAFOOD,1,121.899
3023592,8/28/17,46,AUTOMOTIVE,0,17
3023595,8/28/17,46,BEVERAGES,35,4793
3023597,8/28/17,46,BREAD/BAKERY,12,748.534
3023598,8/28/17,46,CELEBRATION,0,17
3023599,8/28/17,46,CLEANING,16,1887
3023600,8/28/17,46,DAIRY,16,1540
3023601,8/28/17,46,DELI,10,851.216
3023602,8/28/17,46,EGGS,0,153
3023603,8/28/17,46,FROZEN FOODS,0,257.501
3023604,8/28/17,46,GROCERY I,58,6903
3023607,8/28/17,46,HOME AND KITCHEN I,0,43
3023610,8/28/17,46,HOME CARE,6,757
3023612,8/28/17,46,LAWN AND GARDEN,0,10
3023616,8/28/17,46,MEATS,0,1142.723
3023617,8/28/17,46,PERSONAL CARE,11,555
3023619,8/28/17,46,PLAYERS AND ELECTRONICS,2,38
3023620,8/28/17,46,POULTRY,1,1074.8201
3023621,8/28/17,46,PREPARED FOODS,0,170.36499
3023622,8/28/17,46,PRODUCE,0,2508.452
3023624,8/28/17,46,SEAFOOD,0,47.05
3023625,8/28/17,47,AUTOMOTIVE,0,33
3023628,8/28/17,47,BEVERAGES,36,3052
3023630,8/28/17,47,BREAD/BAKERY,16,1381.06
3023631,8/28/17,47,CELEBRATION,0,16
3023632,8/28/17,47,CLEANING,18,2076
3023633,8/28/17,47,DAIRY,16,2038
3023634,8/28/17,47,DELI,10,715.537
3023635,8/28/17,47,EGGS,0,345
3023636,8/28/17,47,FROZEN FOODS,0,260.854
3023637,8/28/17,47,GROCERY I,57,8134
3023643,8/28/17,47,HOME CARE,5,852
3023645,8/28/17,47,LAWN AND GARDEN,0,25
3023649,8/28/17,47,MEATS,0,1231.028
3023650,8/28/17,47,PERSONAL CARE,18,880
3023652,8/28/17,47,PLAYERS AND ELECTRONICS,0,10
3023653,8/28/17,47,POULTRY,0,1592.196
3023654,8/28/17,47,PREPARED FOODS,0,339.046
3023655,8/28/17,47,PRODUCE,3,8630.106
3023657,8/28/17,47,SEAFOOD,1,96.708
3023658,8/28/17,48,AUTOMOTIVE,0,11
3023661,8/28/17,48,BEVERAGES,38,1390
3023663,8/28/17,48,BREAD/BAKERY,10,437.845
3023664,8/28/17,48,CELEBRATION,0,25
3023665,8/28/17,48,CLEANING,19,1315
3023666,8/28/17,48,DAIRY,15,872
3023667,8/28/17,48,DELI,10,404.964
3023668,8/28/17,48,EGGS,0,62
3023669,8/28/17,48,FROZEN FOODS,0,119.081
3023670,8/28/17,48,GROCERY I,61,4600
3023672,8/28/17,48,HARDWARE,0,3
3023676,8/28/17,48,HOME CARE,5,822
3023682,8/28/17,48,MEATS,0,1003.731
3023683,8/28/17,48,PERSONAL CARE,14,500
3023685,8/28/17,48,PLAYERS AND ELECTRONICS,2,22
3023686,8/28/17,48,POULTRY,1,754.414
3023687,8/28/17,48,PREPARED FOODS,0,117.881
3023688,8/28/17,48,PRODUCE,3,2135.061
3023690,8/28/17,48,SEAFOOD,1,11.071
3023691,8/28/17,49,AUTOMOTIVE,0,12
3023694,8/28/17,49,BEVERAGES,40,6090
3023696,8/28/17,49,BREAD/BAKERY,13,716.128
3023698,8/28/17,49,CLEANING,17,1550
3023699,8/28/17,49,DAIRY,17,1716
3023700,8/28/17,49,DELI,10,313.102
3023701,8/28/17,49,EGGS,0,375
3023702,8/28/17,49,FROZEN FOODS,0,307.788
3023703,8/28/17,49,GROCERY I,61,5463
3023709,8/28/17,49,HOME CARE,5,358
3023711,8/28/17,49,LAWN AND GARDEN,0,15
3023715,8/28/17,49,MEATS,0,983.105
3023716,8/28/17,49,PERSONAL CARE,17,270
3023718,8/28/17,49,PLAYERS AND ELECTRONICS,0,30
3023719,8/28/17,49,POULTRY,0,1041.163
3023720,8/28/17,49,PREPARED FOODS,0,326.18
3023721,8/28/17,49,PRODUCE,3,8248.459
3023723,8/28/17,49,SEAFOOD,1,96.911
3023727,8/28/17,5,BEVERAGES,31,681
3023729,8/28/17,5,BREAD/BAKERY,10,275.637
3023730,8/28/17,5,CELEBRATION,0,27
3023731,8/28/17,5,CLEANING,13,838
3023732,8/28/17,5,DAIRY,11,510
3023733,8/28/17,5,DELI,9,305.384
3023734,8/28/17,5,EGGS,0,117
3023735,8/28/17,5,FROZEN FOODS,0,125.135
3023736,8/28/17,5,GROCERY I,59,2713
3023742,8/28/17,5,HOME CARE,5,337
3023744,8/28/17,5,LAWN AND GARDEN,0,1
3023748,8/28/17,5,MEATS,0,279.986
3023749,8/28/17,5,PERSONAL CARE,9,256
3023752,8/28/17,5,POULTRY,0,241.7
3023753,8/28/17,5,PREPARED FOODS,0,78.573
3023754,8/28/17,5,PRODUCE,1,4
3023756,8/28/17,5,SEAFOOD,1,30.582
3023757,8/28/17,50,AUTOMOTIVE,0,17
3023760,8/28/17,50,BEVERAGES,31,1463
3023762,8/28/17,50,BREAD/BAKERY,13,466.783
3023763,8/28/17,50,CELEBRATION,0,29
3023764,8/28/17,50,CLEANING,11,1421
3023765,8/28/17,50,DAIRY,15,1094
3023766,8/28/17,50,DELI,11,368.328
3023767,8/28/17,50,EGGS,0,103
3023768,8/28/17,50,FROZEN FOODS,0,123
3023769,8/28/17,50,GROCERY I,58,5329
3023773,8/28/17,50,HOME AND KITCHEN II,0,29
3023775,8/28/17,50,HOME CARE,3,505
3023781,8/28/17,50,MEATS,0,521.215
3023782,8/28/17,50,PERSONAL CARE,11,295
3023784,8/28/17,50,PLAYERS AND ELECTRONICS,0,21
3023785,8/28/17,50,POULTRY,0,531.095
3023786,8/28/17,50,PREPARED FOODS,0,116.573
3023787,8/28/17,50,PRODUCE,2,2931.032
3023789,8/28/17,50,SEAFOOD,0,29.085001
3023793,8/28/17,51,BEVERAGES,37,7311
3023795,8/28/17,51,BREAD/BAKERY,9,1148.096
3023796,8/28/17,51,CELEBRATION,0,8
3023797,8/28/17,51,CLEANING,11,2098
3023798,8/28/17,51,DAIRY,13,2104
3023799,8/28/17,51,DELI,7,328.069
3023800,8/28/17,51,EGGS,0,367
3023801,8/28/17,51,FROZEN FOODS,0,628.92
3023802,8/28/17,51,GROCERY I,63,6223
3023805,8/28/17,51,HOME AND KITCHEN I,1,5
3023808,8/28/17,51,HOME CARE,0,400
3023810,8/28/17,51,LAWN AND GARDEN,0,6
3023814,8/28/17,51,MEATS,0,509.478
3023815,8/28/17,51,PERSONAL CARE,14,544
3023817,8/28/17,51,PLAYERS AND ELECTRONICS,1,20
3023818,8/28/17,51,POULTRY,0,694.898
3023819,8/28/17,51,PREPARED FOODS,0,200
3023820,8/28/17,51,PRODUCE,1,9940.145
3023822,8/28/17,51,SEAFOOD,1,111.006
3023859,8/28/17,53,BEVERAGES,28,510
3023861,8/28/17,53,BREAD/BAKERY,12,335.096
3023862,8/28/17,53,CELEBRATION,0,6
3023863,8/28/17,53,CLEANING,11,489
3023864,8/28/17,53,DAIRY,12,335
3023865,8/28/17,53,DELI,10,110.476
3023866,8/28/17,53,EGGS,0,48
3023867,8/28/17,53,FROZEN FOODS,0,141
3023868,8/28/17,53,GROCERY I,48,1557
3023874,8/28/17,53,HOME CARE,2,204
3023880,8/28/17,53,MEATS,0,236.905
3023881,8/28/17,53,PERSONAL CARE,6,136
3023883,8/28/17,53,PLAYERS AND ELECTRONICS,0,12
3023884,8/28/17,53,POULTRY,0,164.829
3023885,8/28/17,53,PREPARED FOODS,0,56.444
3023886,8/28/17,53,PRODUCE,1,2711.263
3023888,8/28/17,53,SEAFOOD,0,5
3023889,8/28/17,54,AUTOMOTIVE,0,2
3023891,8/28/17,54,BEAUTY,0,1
3023892,8/28/17,54,BEVERAGES,27,872
3023894,8/28/17,54,BREAD/BAKERY,2,136
3023895,8/28/17,54,CELEBRATION,0,1
3023896,8/28/17,54,CLEANING,19,611
3023897,8/28/17,54,DAIRY,3,154
3023898,8/28/17,54,DELI,4,143
3023899,8/28/17,54,EGGS,9,30
3023900,8/28/17,54,FROZEN FOODS,0,10.166
3023901,8/28/17,54,GROCERY I,54,1519
3023902,8/28/17,54,GROCERY II,0,6
3023903,8/28/17,54,HARDWARE,0,2
3023904,8/28/17,54,HOME AND KITCHEN I,0,14
3023905,8/28/17,54,HOME AND KITCHEN II,0,11
3023907,8/28/17,54,HOME CARE,7,138
3023910,8/28/17,54,LINGERIE,0,9
3023913,8/28/17,54,MEATS,0,58.312
3023914,8/28/17,54,PERSONAL CARE,10,122
3023917,8/28/17,54,POULTRY,0,34.337
3023918,8/28/17,54,PREPARED FOODS,0,99
3023919,8/28/17,54,PRODUCE,1,653.491
3023921,8/28/17,54,SEAFOOD,0,3
3023924,8/28/17,6,BEAUTY,1,3
3023925,8/28/17,6,BEVERAGES,38,1050
3023927,8/28/17,6,BREAD/BAKERY,13,346.316
3023928,8/28/17,6,CELEBRATION,0,11
3023929,8/28/17,6,CLEANING,11,797
3023930,8/28/17,6,DAIRY,15,715
3023931,8/28/17,6,DELI,9,230.665
3023932,8/28/17,6,EGGS,0,144
3023933,8/28/17,6,FROZEN FOODS,0,135
3023934,8/28/17,6,GROCERY I,63,3073
3023940,8/28/17,6,HOME CARE,2,373
3023942,8/28/17,6,LAWN AND GARDEN,0,7
3023944,8/28/17,6,LIQUOR WINE BEER,3,59
3023946,8/28/17,6,MEATS,0,595.626
3023947,8/28/17,6,PERSONAL CARE,11,401
3023950,8/28/17,6,POULTRY,0,870.827
3023951,8/28/17,6,PREPARED FOODS,0,162.702
3023952,8/28/17,6,PRODUCE,1,29
3023954,8/28/17,6,SEAFOOD,1,40.726
3023958,8/28/17,7,BEVERAGES,34,2272
3023960,8/28/17,7,BREAD/BAKERY,10,518.276
3023961,8/28/17,7,CELEBRATION,0,17
3023962,8/28/17,7,CLEANING,9,1059
3023963,8/28/17,7,DAIRY,14,1025
3023964,8/28/17,7,DELI,10,163.209
3023965,8/28/17,7,EGGS,0,263
3023966,8/28/17,7,FROZEN FOODS,0,208
3023967,8/28/17,7,GROCERY I,55,3906
3023973,8/28/17,7,HOME CARE,3,308
3023975,8/28/17,7,LAWN AND GARDEN,0,24
3023979,8/28/17,7,MEATS,0,696.255
3023980,8/28/17,7,PERSONAL CARE,14,230
3023982,8/28/17,7,PLAYERS AND ELECTRONICS,1,14
3023983,8/28/17,7,POULTRY,0,887.265
3023984,8/28/17,7,PREPARED FOODS,0,212.95801
3023985,8/28/17,7,PRODUCE,1,2
3023987,8/28/17,7,SEAFOOD,1,72.985
3023991,8/28/17,8,BEVERAGES,36,1600
3023993,8/28/17,8,BREAD/BAKERY,13,509.29102
3023995,8/28/17,8,CLEANING,12,1200
3023996,8/28/17,8,DAIRY,15,1376
3023997,8/28/17,8,DELI,11,282.744
3023998,8/28/17,8,EGGS,0,358
3023999,8/28/17,8,FROZEN FOODS,0,170
3024000,8/28/17,8,GROCERY I,59,3998
3024006,8/28/17,8,HOME CARE,4,365
